5417,Irene Siegel,4,1,1932,NULL
5418,Siegriest,4,NULL,NULL,NULL
5420,Maurice Sievan,4,2,1898,1981
5421,Paul Signac,43,2,1863,1935
5423,Jean Signovert,43,2,1919,1981
5424,Michael Sigrin (formerly Michael Emanuel Cohen),4,2,NULL,NULL
5425,Oli Sihvonen,4,2,1921,1991
5426,Todd Siler,4,2,1953,NULL
5427,Sewell Sillman,4,2,1924,1992
5428,Joyce Sills,4,1,1940,NULL
5429,Thomas Sills,4,2,1914,2000
5430,Carlos Silva,6,2,1930,1987
5431,Rex (Reginald C.) Silver,15,2,1879,1965
5432,Stanley Silver,4,2,NULL,NULL
5433,Walter Silver,4,2,1923,1998
5434,Silverman,4,NULL,NULL,NULL
5435,Louis Silverstein,4,2,1919,2011
5436,Jeffrey Silverthorne,4,2,1946,NULL
5438,Jerome Simon,4,2,1942,NULL
5440,V. Simon,93,NULL,NULL,NULL
5441,Charles Simonds,4,2,1945,NULL
5442,Robert J. Simone,4,2,1945,NULL
5443,David Simpson,4,2,1928,NULL
5444,Iain Sinclair,15,2,1943,NULL
5445,James Sinclair (14th Earl of Caithness),15,2,1821,1881
5446,Michael Singer,4,2,1945,NULL
5447,Raghubir Singh,53,2,1942,1999
5448,Gustave Singier,NULL,2,NULL,NULL
5450,Art Sinsabaugh,4,2,1924,1983
5451,Renée Sintenis,45,1,1888,1965
5452,Mitchell Siporin,4,2,1910,1976
5453,Clara E. Sipprell,4,1,1885,1975
5454,David Alfaro Siqueiros,75,2,1896,1974
5455,Mario Sironi,59,2,1885,1961
5456,Aaron Siskind,4,2,1903,1991
5457,SITE (Sculpture in the Environment),4,NULL,1970,NULL
5458,Vasily Yakovlovich Sitnikov,93,2,1915,1987
5459,Harold Sitterle,4,2,1921,1993
5460,Trudi Sitterle,4,1,1921,2001
5461,W.H.L. Skeen and Company,15,NULL,NULL,NULL
5462,Birgit Skiöld,106,1,1923,1982
5463,Finn Sködt,33,2,1944,NULL
5464,Nancy Skolos,4,1,1955,NULL
5466,Hella Skowronski,4,1,NULL,NULL
5467,Skunder (Skunder Boghossian),40,2,1937,2003
5468,Slechinsky,45,NULL,NULL,NULL
5469,Max Slevogt,45,2,1868,1932
5470,Clarissa Sligh,4,1,1939,NULL
5471,John Sloan,4,2,1871,1951
5472,Sandi Slone,4,1,1939,NULL
5473,J. Sluijters,34,2,1881,1957
5474,Howard Smagula,4,2,1942,NULL
5475,Neal Small,4,2,1937,NULL
5476,Yves De Smet,11,2,1946,NULL
5477,Noemi Smilansky,58,1,1918,2016
5478,Beuford Smith,4,2,1941,NULL
5479,Charles Smith,4,2,1893,1987
5480,David Smith,4,2,1906,1965
5481,Gordon A. Smith,20,2,1919,NULL
5482,G. E. Kidder Smith,4,2,1913,1997
5483,Jack Smith,4,2,1932,1989
5484,Joel Smith,4,2,1929,NULL
5485,Keith Smith,4,2,1938,NULL
5486,Kiki Smith,4,1,1954,NULL
5487,Kimber Smith,4,2,1922,1981
5488,Leon Polk Smith,4,2,1906,1996
5489,Michael A. Smith,4,2,1942,NULL
5490,Mike Smith,4,2,1951,NULL
5491,Moishe Smith,4,2,1929,NULL
5492,Patricia Smith,4,1,NULL,NULL
5493,Richard Smith,15,2,1931,2016
5494,Tony Smith,4,2,1912,1980
5495,Vincent Smith,4,2,1929,2003
5496,W. Eugene Smith,4,2,1918,1978
5497,Robert Smithson,4,2,1938,1973
5498,Kenneth Snelson,4,2,1927,2016
5499,Orville Logan Snider,NULL,2,NULL,NULL
5500,Michael Snow,20,2,1929,NULL
5501,Joan Snyder,4,1,1940,NULL
5502,Giorgio Soavi,59,2,1923,NULL
5503,Janet Sobel,4,1,1894,1968
5505,Howard Sochurek,4,2,1924,1994
5506,Giacomo Soffiantino,59,2,NULL,NULL
5507,Otto Soglow,4,2,1900,1975
5508,Sage Sohier,4,1,1954,NULL
5509,Ap Sok,34,2,1917,2004
5510,Jaume Solá Valleys,104,2,1915,1995
5511,Susana Solano,104,1,1946,NULL
5512,Luis Alberto Solari,117,2,1918,1993
5513,Ronni G. Solbert,4,2,NULL,NULL
5515,Carlos Soler,6,2,NULL,NULL
5516,Arthur Soll,4,2,NULL,NULL
5517,Rosalind Fox Solomon,4,1,1930,NULL
5518,Skidmore Owings & Merrill,4,NULL,1936,NULL
5519,Francesco Somaini,59,2,1926,2005
5520,Frederick Sommer,4,2,1905,1999
5522,K.R.H. Sonderborg,33,2,1923,2008
5523,Jack Sonenberg,4,2,1925,NULL
5524,Alan Sonfist,4,2,1946,NULL
5525,Eve Sonneman,4,1,1946,NULL
5526,Keith Sonnier,4,2,1941,NULL
5527,Sumi Sonobe,61,2,NULL,NULL
5528,Wayne Sorce,4,2,1946,2015
5529,Jørgen Haugen Sørensen,33,2,1934,NULL
5530,Juan Soriano,75,2,1920,2006
5531,Savely Sorine,93,2,1887,1953
5533,Steven Sorman,4,2,1948,NULL
5534,László Sós,51,2,1922,NULL
5535,Jesús Rafael Soto,119,2,1923,2005
5536,Ettore Sottsass,59,2,1917,2007
5537,Sergei Soudeikine,93,2,1882,1946
5538,Pierre Soulages,43,2,1919,NULL
5541,Southworth and Hawes,4,NULL,NULL,NULL
5543,Chaim Soutine,43,2,1893,1943
5544,Louis Soutter,107,2,1871,1942
5545,Al Souza,4,2,1944,NULL
5547,Pravoslav Sovak,31,2,1926,NULL
5548,Moses Soyer,4,2,1899,1974
5549,Raphael Soyer,4,2,1899,1987
5550,Luigi Spacal,59,2,NULL,NULL
5551,Giuseppe Spagnulo,59,2,1936,NULL
5552,Gregory Spaid,4,2,1946,NULL
5553,Marko Spalatin,4,2,1945,NULL
5554,Merle Spandorfer,4,1,1934,NULL
5555,Michael Spano,4,2,1949,NULL
5556,Elizabeth Sparhawk-Jones,4,1,1885,1971
5557,Paul Sparks,4,2,1942,NULL
5558,Gil Spear,4,2,NULL,NULL
5559,Eugene Speicher,4,2,1883,1962
5560,Andrew Spence,4,2,1947,NULL
5561,Niles Spencer,4,2,1893,1952
5562,Stanley Spencer,15,2,1891,1959
5563,Nicholas Sperakis,4,2,1943,NULL
5564,Nancy Spero,4,1,1926,2009
5565,Alan Spigelman,4,2,1939,NULL
5566,Lino Eneas Spilimbergo,6,2,1896,1964
5567,Paul Spina,4,2,1937,NULL
5568,Serge Spitzer,4,2,1951,2012
5569,Daniel Spoerri,107,2,1930,NULL
5570,Hans Jurgen Spohn,45,2,1934,NULL
5571,Walter E. Spradbery,15,2,1889,1969
5572,Ferdinand Springer,45,2,NULL,NULL
5573,Charles W. Springman,4,2,1940,NULL
5574,Benton Spruance,4,2,1904,1967
5575,Everett Spruce,4,2,1908,2002
5576,Stephen Spurrier,7,2,NULL,NULL
5577,Carlos Maria Miguel Squirru,6,2,1934,NULL
5578,Jerzy Srokowski,89,2,1910,1971
5579,St. Armand,4,NULL,NULL,NULL
5580,Friedrich St. Florian,4,2,1932,NULL
5581,J. Allen St. John,4,2,1872,1957
5583,Peter Stackpole,4,2,1913,NULL
5585,Erich Walter Stadler,45,2,1927,1968
5586,Hans Staeger,45,2,1928,NULL
5587,A. H. Staf,4,NULL,NULL,NULL
5588,Lawrence Stafford,4,2,1938,NULL
5589,Otto Arpke,45,2,1886,1943
5590,Paul Stahr,4,2,1883,1953
5591,Paul Staiger,4,2,1941,NULL
5592,Marcin Stajewski,89,2,1938,NULL
5593,Carl-Harry Stålhane,106,2,1920,1990
5594,Eric Staller,4,2,1947,NULL
5595,Jan Staller,4,2,1952,NULL
5596,Ted Stamm,4,2,1944,1984
5597,Theodoros Stamos,4,2,1922,1997
5598,Percy Stamp,15,2,NULL,NULL
5599,Julian Stanczak,4,2,1928,2017
5600,Eugeniusz Stankiewicz,89,2,1942,NULL
5601,Richard Stankiewicz,4,2,1922,1983
5603,Robert Stanley,4,2,1932,1997
5605,Larry Stark,4,2,1940,NULL
5606,Ottomar Starke,45,2,1886,1962
5607,Franciszek Starowieyski,89,2,1930,2009
5609,Andrew Stasik,4,2,1932,NULL
5610,David Staub,4,2,1914,NULL
5611,Alex R. Stavenitz,NULL,2,1901,1960
5612,Nikos Stavroulakis,47,2,1932,2017
5613,Henryk Stazewski,89,2,1894,1988
5614,Inge Steckert,45,1,NULL,NULL
5615,W. J. Steegles,15,NULL,NULL,NULL
5616,Kim Steele,4,1,NULL,NULL
5617,Vernon P. Steele,4,2,NULL,NULL
5618,Bernard Steffen,4,2,1907,1980
5619,Hans Hermann Steffens,45,2,NULL,NULL
5620,J. L. Steg,4,2,1922,2001
5621,Milly Steger,45,1,1881,1948
5622,Harold Steggles,15,2,1910,1938
5623,Edward Steichen,4,2,1879,1973
5625,Joël Stein,43,2,1926,2012
5626,Walter Stein,4,2,1924,NULL
5627,Saul Steinberg,4,2,1914,1999
5628,Steiner,107,NULL,NULL,NULL
5629,Michael Steiner,4,2,1942,NULL
5630,Paul Steiner,4,2,NULL,NULL
5631,Ralph Steiner,4,2,1899,1986
5632,Otto Steinert,45,2,1915,1978
5633,Jakob Steinhardt,58,2,1887,1968
5634,Théophile-Alexandre Steinlen,43,2,1859,1923
5635,Joe Steinmetz,4,2,1905,1985
5636,Mark Steinmetz,4,2,1961,NULL
5637,Pat Steir,4,1,1940,NULL
5638,Heinrich Steiuer,NULL,2,NULL,NULL
5639,Juan Carlos Stekelman,6,2,1936,NULL
5640,Frank Stella,4,2,1936,NULL
5641,Joseph Stella,4,2,1877,1946
5642,Vladimir Stenberg,93,2,1899,1982
5643,Varvara Stepanova,93,1,1894,1958
5644,Gary Stephan,4,2,1942,NULL
5645,Stephany,43,NULL,NULL,NULL
5646,Magnus Stephensen,33,2,1903,1984
5647,David Stephenson,4,2,1955,NULL
5648,David Sterenberg,4,2,NULL,NULL
5649,Joseph Sterling,4,2,1936,2010
5650,Bert Stern,4,2,1929,NULL
5651,Marina Stern,4,1,1928,2017
5652,Harry Sternberg,4,2,1904,2001
5653,Hedda Sterne,4,1,1910,NULL
5654,Maurice Sterne,4,2,1877,1957
5655,Albert Sterner,4,2,1863,1946
5656,Joel Sternfeld,4,2,1944,NULL
5657,Florine Stettheimer,4,1,1871,1944
5658,Louis Stettner,4,2,1922,2016
5659,Stevens,NULL,NULL,NULL,NULL
5660,Norman Stevens,15,2,1937,1988
5661,Rex A. Stevens,4,2,NULL,NULL
5664,Alfred Stieglitz,4,2,1864,1946
5665,Clyfford Still,4,2,1904,1980
5666,Nanny Still,42,1,1926,2009
5667,William James Stillman,4,2,1828,1901
5668,James Stirling,15,2,1926,1992
5669,Mark Stock,4,2,1951,NULL
5670,Stockmarr,42,NULL,NULL,NULL
5671,Niklaus Stoecklin,107,2,1896,1982
5673,Walter Stöhrer,45,2,1937,NULL
5674,Ezra Stoller,4,2,1915,2004
5675,Gunta Stölzl,107,1,1897,1983
5676,Edward Durell Stone,4,2,1902,1978
5677,Jim Stone,4,2,1947,NULL
5678,Marly Stone,4,1,1944,NULL
5679,David Storey,4,2,1948,NULL
5681,John Storrs,4,2,1885,1956
5682,Lou Stoumen,4,2,1917,NULL
5683,Myron Stout,4,2,1908,1987
5684,John Stram,4,2,1939,NULL
5685,Paul Strand,4,2,1890,1976
5686,Frank D. Stratton,4,2,NULL,NULL
5687,Karl Ludwig Straub,45,2,1900,1997
5688,Théodore (Stravinsky) Strawinsky,43,2,1907,1989
5689,Thelma Johnson Streat,4,1,1911,1959
5690,Tal Streeter,4,2,1934,2014
5691,Max Arthur Stremel,45,2,NULL,NULL
5692,Marianne Strengell,4,1,1909,1998
5693,Oskar Strnad,8,2,1879,1935
5694,Gerda Strömberg,106,1,NULL,1960
5695,James Strombotne,4,2,1934,NULL
5696,Jonathan W. Strong,4,2,NULL,NULL
5697,F. Strothmann,4,NULL,NULL,NULL
5698,Hermann Struck,45,2,NULL,NULL
5699,Karl Struss,4,2,1886,1981
5700,Wladyslaw Strzemiński,89,2,1893,1952
5701,Ian Stuart,57,2,1926,NULL
5702,Michelle Stuart,4,1,1938,NULL
5703,A. Stuart-Hill,15,NULL,NULL,NULL
5704,Fritz Stuckenberg,45,2,1881,1944
5705,Stanislaus Stückgold,89,2,1880,1933
5706,Studio,15,NULL,NULL,NULL
5707,Studio Opi,59,NULL,1955,NULL
5708,Studio Tg,59,NULL,NULL,NULL
5709,Juliusz Studnicki,89,2,1906,1978
5710,Walter Stuempfig,4,2,1914,1970
5711,Jock Sturges,4,2,1947,NULL
5712,Jan Stussy,4,2,1921,1990
5713,Jindřich Štyrský,31,2,1899,1942
5714,Harry Suchland,45,2,1925,NULL
5715,Josef Sudek,31,2,1896,1976
5716,Richard Tum Suden,4,2,1937,NULL
5717,Jean-Pierre Sudre,43,2,1921,NULL
5718,Nikolai Suetin,93,2,1897,1954
5719,Kumi Sugaï,61,2,1919,1996
5720,George Sugarman,4,2,1912,1999
5721,Hiroshi Sugimoto,61,2,1948,NULL
5722,Tsune Sugimura,61,2,1926,1991
5723,Louis Sullivan,4,2,1856,1924
5724,Patrick J. Sullivan,4,2,1894,1967
5726,Donald Sultan,4,2,1951,NULL
5727,Larry Sultan,4,2,1946,2009
5728,Martin Sumers,4,2,1922,NULL
5729,Carol Summers,4,2,1925,NULL
5730,Hugo Summerville,4,2,1885,1948
5731,H. Y. Sümmons,4,NULL,NULL,NULL
5732,Britt-Louise Sundell,106,1,1928,NULL
5733,Superstudio,59,NULL,1966,1982
5735,Léopold Survage,43,2,1879,1968
5736,Richard Süssmuth,45,2,1900,1974
5737,Miroslav Sutej,122,2,1936,2005
5738,Hugo Suter,107,2,1943,NULL
5739,Graham Sutherland,15,2,1903,1980
5740,Ladislav Sutnar,4,2,1897,1976
5741,William B. Suttle,4,2,NULL,NULL
5742,William Stephen Sutton,4,2,1956,NULL
5743,Mark di Suvero,4,2,1933,NULL
5745,Mutsumi Suzuki,61,2,1942,NULL
5746,Yoshio Suzuki,61,2,NULL,NULL
5747,Max Walter Svanberg,106,2,1912,NULL
5748,Peter Svannäs,106,2,NULL,NULL
5749,Luke Swank,4,2,1890,1944
5750,George A. Swanson,4,2,1908,NULL
5753,Waldemar Swierzy,89,2,1931,NULL
5755,Henry F. Swift,4,2,1890,1960
5756,John Swope,4,2,1908,1979
5757,Maltby Sykes,4,2,1911,1992
5759,Joseph Szabo,4,2,1944,NULL
5760,Steve Szabo,4,2,1940,NULL
5761,Sam Szafran,43,2,1934,NULL
5762,Karen Szekessy,45,1,1939,NULL
5763,Geza Szobel,43,2,1905,1963
5764,István Szony,51,NULL,NULL,NULL
5765,Tomasz Szulecki,89,2,1953,NULL
5766,Fernando Szyszlo,88,2,1925,NULL
5767,Carol Block Taback,4,1,1941,1980
5768,Ivan Tabakovic,122,2,1898,1977
5769,Maurice Tabard,43,2,1897,1984
5770,Isaiah West Taber,4,2,1830,1912
5771,Jun Tabohashi,61,2,1931,NULL
5772,Yudio Tabuchi,61,2,NULL,NULL
5773,Yasse Tabuchi,61,2,1921,2009
5774,Augustus Vincent Tack,4,2,1870,1949
5775,Kenji Tadamoto,61,2,1926,NULL
5776,Tadasky (Tadasuke Kuwayama),61,2,1935,NULL
5777,Sophie Taeuber-Arp,107,1,1889,1943
5778,Walter Tafelmaier,45,2,1935,NULL
5779,Tägtström,106,NULL,NULL,NULL
5781,Shinkichi G. Tajiri,4,2,1923,2009
5782,Takahama Kazuhide,61,2,1930,NULL
5783,Rikio Takahashi,61,2,1917,1999
5784,Peter Takal,4,2,1905,1995
5785,Jiro Takamatsu,61,2,1936,1998
5787,Takeshi Imaji,61,2,1913,NULL
5789,Takis,43,2,1925,NULL
5790,René Pierre Tal-Coat,43,2,1905,1985
5791,William Henry Fox Talbot,15,2,1800,1877
5792,John Talleur,4,2,1925,2001
5793,Reuben Tam,4,2,1916,1991
5795,Rufino Tamayo,75,2,1899,1991
5796,Olli Aninbaum,42,NULL,NULL,NULL
5797,Shigeru Tamura,61,2,1909,1987
5798,Shisui Tanahashi,61,2,NULL,NULL
5799,Atsuko Tanaka,61,1,1932,2005
5800,Ikko Tanaka,61,2,1930,2002
5801,Tokutaro Tanaka,61,2,1909,NULL
5803,Tancredi,59,2,1927,1964
5804,Yves Tanguy,4,2,1900,1955
5805,Richard Taninbaum,4,2,1952,NULL
5806,Dorothea Tanning,4,1,1910,2012
5807,Mark Tansey,4,2,1949,NULL
5808,Jorge Tapia,6,2,1940,NULL
5809,Antoni Tàpies,104,2,1923,2012
5810,Leopoldo Tartarini,59,2,1932,NULL
5811,Vladimir Tatlin,93,2,1885,1953
5812,Taupin,43,NULL,NULL,NULL
5813,Vittorio Tavernari,59,2,1885,1987
5814,Lenore Tawney,4,1,1907,2007
5815,Al Taylor,4,2,1948,1999
5816,Jack Taylor,4,2,1897,1983
5817,Prentiss Taylor,4,2,1907,1991
5818,Richard Taylor,20,2,1902,1970
5819,Terrance Nelson Taylor,4,2,1937,NULL
5820,Sergei Vasilevich Tchekonine,93,2,1879,1936
5821,Pavel Tchelitchew,4,2,1898,1957
5822,J. A. Boiffard Tchimoukow,43,NULL,NULL,NULL
5823,Jerzy Tchorzewski,89,2,1928,1999
5824,Walter Dorwin Teague,4,2,1883,1960
5825,Tebo (Angel Torres Jaramillo),75,2,1916,1937
5826,Karel Teige,31,2,1900,1951
5827,Hervé Télémaque,50,2,1937,NULL
5829,Eugenio Tellez,23,2,1939,NULL
5830,Franco Teodoro,59,2,1939,NULL
5831,Georgiy Teptsov,93,2,NULL,NULL
5832,Rouben Ter-Arutunian,4,2,1920,1992
5833,Teratani Keijiro,61,2,NULL,NULL
5834,Eduardo Terrazas,75,2,1936,NULL
5835,Emilio Terry,43,2,1890,1969
5836,Edmund Teske,4,2,1911,NULL
5837,Peter Teubner,4,2,NULL,NULL
5838,Walther Teutsch,45,2,1883,1964
5839,Nahum Tevet,58,2,1946,NULL
5840,Félix Teynard,43,2,1817,1892
5843,Bob Thall,4,2,1948,NULL
5844,Joan Josep Tharrats,104,2,1918,2001
5846,Julia Thecla,4,1,1896,1973
5847,Pär G. Thelander,106,2,1936,NULL
5848,Francois Thépot,43,2,1925,NULL
5849,Wayne Thiebaud,4,2,1920,NULL
5850,E. Thiebault,43,2,NULL,NULL
5851,Monsieur Thiebault,43,2,NULL,NULL
5852,Félix Thiollier,43,2,1842,1914
5853,Hans Thoma,45,2,1839,1924
5854,Byron Thomas,4,2,1902,1978
5856,André Thomkins,107,2,1930,1985
5857,Thompson,15,NULL,NULL,NULL
5858,Bob Thompson,4,2,1937,1966
5859,Francis Thompson,4,2,1908,2003
5860,Jerry L. Thompson,4,2,1945,NULL
5861,Mildred Thompson,4,1,1935,2003
5862,William Thompson,4,2,1919,NULL
5863,John Thomson,15,2,1837,1921
5865,"Gebrüder Thonet, company design",8,NULL,1853,NULL
5866,Michael Thonet,8,2,1796,1871
5867,Esias Thoren,106,2,1901,1981
5868,Leslie Thornton,4,1,1951,NULL
5869,James Thurber,4,2,1894,1961
5870,Kn Thurlbeck,4,2,1947,NULL
5871,Øistein Thurman,83,2,NULL,NULL
5873,George A. Tice,4,2,1938,NULL
5874,Anna Ticho,58,1,1894,1981
5875,Rolf Tietgens,NULL,2,NULL,NULL
5876,Louis Comfort Tiffany,4,2,1848,1933
5877,Sidney Tillim,4,2,1925,2001
5878,William Tillyer,15,2,NULL,NULL
5879,Joe Tilson,15,2,1928,NULL
5880,Elizabeth Timberman,4,1,1908,NULL
5881,Walasse Ting,4,2,1929,2010
5882,Jean Tinguely,107,2,1925,1991
5883,Bruce Tippett,15,2,1933,NULL
5884,William Tipton,4,2,1850,1929
5885,Henriette Tirman,43,1,1875,1952
5886,Zdravko Tisljar,122,NULL,1938,NULL
5887,Gérard Titus-Carmel,43,2,1942,NULL
5888,Hap Tivey,4,2,1947,NULL
5889,Mark Tobey,4,2,1890,1976
5890,Masatoshi Toda,61,2,1948,NULL
5891,Charles S. Todd,4,2,1885,1950
5892,Francisco Toledo,75,2,1940,NULL
5893,Hans Tollin,106,2,1947,NULL
5894,Henryk Tomaszewski,89,2,1914,2001
5895,Shomei Tomatsu,61,2,1930,2012
5896,Bradley Walker Tomlin,4,2,1899,1953
5898,Kristians Tonny,34,2,1907,1977
5899,Tontsere,104,NULL,NULL,NULL
5900,George Tooker,4,2,1920,2011
5901,Jan Toorop,34,2,1858,1928
5902,Roland Topor,43,2,1938,1997
5903,Mario Toral,23,2,1934,NULL
5904,Helen Torr,4,1,1886,1967
5907,Joaquín Torres-García,117,2,1874,1949
5908,Endre Tót,51,2,1937,NULL
5909,Carl Toth,4,2,1947,NULL
5910,Henri de Toulouse-Lautrec,43,2,1864,1901
5911,William N. Touzani,76,2,1954,NULL
5912,Harold Tovish,4,2,1921,NULL
5913,Harold Barling Town,20,2,1924,1991
5914,Hugh Townley,4,2,1923,2008
5915,Townsend,NULL,NULL,NULL,NULL
5916,Toyen (Marie Cerminová),31,1,1902,1980
5917,Tomonori Toyofuku,61,2,1925,NULL
5918,Karl Trabert,45,2,NULL,1968
5920,Trace And Warner,4,NULL,NULL,NULL
5921,Neil Trager,4,2,1947,NULL
5922,Philip Trager,4,2,1935,NULL
5923,Michael Train,4,2,NULL,NULL
5924,Walter G. Treadwell,4,2,NULL,NULL
5925,Steven Trefonides,4,2,1926,NULL
5926,Marc Treib,4,2,1943,NULL
5927,Adolph Treidler,4,2,1886,1981
5928,Joyce Treiman,4,1,1922,1991
5929,Otto Treumann,34,2,1919,NULL
5930,Julien Trevelyan,15,2,NULL,NULL
5932,Hann Trier,45,2,1915,1999
5933,Rosemarie Trockel,45,1,1952,NULL
5934,Rudi Tröger,45,2,1929,NULL
5935,Heinz Trökes,45,2,NULL,NULL
5936,Henri Tronquoy,43,2,NULL,NULL
5937,Clovis Trouille,43,2,1899,1975
5938,Ernest  Trova,4,2,1927,2009
5939,David Trowbridge,4,2,1945,NULL
5940,Niklaus Troxler,107,2,1947,NULL
5941,Knut Troysaa,83,2,NULL,NULL
5942,Louis-Abel Truchet,43,2,1857,1918
5943,David True,4,2,1942,NULL
5944,Van Day Truex,4,2,1904,1979
5945,Anne Truitt,4,1,1921,2004
5947,Georg Trump,45,2,1896,1985
5948,Nina Tryggvadottir,52,1,1913,1968
5949,Donna Tryon,4,1,NULL,NULL
5950,George Tscherny,4,2,1924,NULL
5951,Jan Tschichold,107,2,1902,1974
5952,Augustin Tschinkel,31,2,1905,NULL
5953,Oswald Tschirtner,8,2,1920,NULL
5954,Lill Tschudi,107,1,1911,2004
5955,Tokiyoshi Tsubouchi,61,2,1946,NULL
5956,Hiromi Tsuchida,61,2,1939,NULL
5957,Hajime Tsuchisaki,61,2,NULL,NULL
5958,Tsuchiya Rakusan,61,2,1896,1976
5959,Akihiko Tsukamoto,61,2,1952,NULL
5960,Albert Tucker,7,2,1914,1999
5961,Nicolas Tucker,15,2,1948,NULL
5962,Toba Tucker,4,1,1935,NULL
5963,William Tucker,4,2,1935,NULL
5964,Akesuk Tudlik,21,2,1890,1966
5965,Rafael Tufiño,4,2,1922,2008
5966,Jakob Tuggener,107,2,1904,1988
5967,Thomas Tulis,4,2,1961,NULL
5968,Igael Tumarkin,58,2,1933,NULL
5969,John Tunnard,15,2,1900,1971
5970,Earl S. Tupper,4,2,1907,1983
5971,Albert Angus Turbayne,4,2,1866,1940
5972,Giulio Turcato,59,2,1912,1995
5974,Marko Turk,102,2,1920,1999
5975,William Turnbull,15,2,1922,2012
5976,Roberto Turnbull Buenrostro,75,2,1959,NULL
5977,Turner,NULL,NULL,NULL,NULL
5978,Alwyn Scott Turner,4,2,1936,NULL
5979,Alan Turner,4,2,1943,NULL
5980,Benjamin Brecknell Turner,15,2,1815,1894
5981,James Turrell,4,2,1943,NULL
5982,Anne Turyn,4,1,1954,NULL
5983,Richard Tuttle,4,2,1941,NULL
5984,Léon H. Tutundjian,93,2,1905,1968
5985,Guenter Tuzina,45,2,1951,NULL
5986,Vilhelm Tveteraas,83,2,NULL,NULL
5987,Stanley Twardowicz,4,2,1917,2008
5988,Cy Twombly,4,2,1928,2011
5989,Jack Tworkov,4,2,1900,1982
5990,Alexei Alexandrovich Tyapushkin,93,2,1919,NULL
5992,Richard Tyler,4,2,NULL,NULL
5993,Nikolai Andreevich Tyrsa,93,2,NULL,NULL
5994,Edgard Tytgat,11,2,1879,1957
5997,Raoul Ubac,11,2,1910,1985
5998,Ansei Uchima,4,2,1921,2000
5999,Günther Uecker,45,2,1930,NULL
6000,Shoji Ueda,61,2,1913,2000
6001,Jerry Uelsmann,4,2,1934,NULL
6002,Maria Uhden,45,1,1892,1918
6003,Ulla af Ugglas,106,1,1916,NULL
6004,Doris Ulmann,4,1,1884,1934
6005,Timm Ulrichs,45,2,1940,NULL
6006,Umbo (Otto Umbehr),45,2,1902,1980
6008,Underwood and Underwood,4,NULL,1880,1934
6009,G. F. Underwood,4,NULL,NULL,NULL
6010,Hans Unger,15,2,1872,1936
6011,Unknown Designer,NULL,NULL,NULL,NULL
6013,Unknown Designer,43,NULL,NULL,NULL
6014,Unknown Designer,45,NULL,NULL,NULL
6015,Unknown Designer,34,NULL,NULL,NULL
6016,Unknown Designer,59,NULL,NULL,NULL
6017,Unknown Designer,75,NULL,NULL,NULL
6018,Unknown Designer,106,NULL,NULL,NULL
6019,Unknown Designer,107,NULL,NULL,NULL
6020,Unknown Designer,15,NULL,NULL,NULL
6021,Unknown Designer,4,NULL,NULL,NULL
6024,Unkn Graph Art/des - British,15,NULL,NULL,NULL
6025,Unkn Graph Art/des - Russian,93,NULL,NULL,NULL
6026,Unknown Artist,NULL,NULL,NULL,NULL
6030,Unknown Artist,4,NULL,NULL,NULL
6031,Unknown sculptor,NULL,NULL,NULL,NULL
6032,Unknown Graphic Artist,4,NULL,1895,1946
6033,Max Unold,45,2,1885,1964
6034,Richard Upton,4,2,1931,2013
6035,José Urbach,4,2,1940,NULL
6036,Albert Urban,4,2,1909,1959
6037,Reva Urban,4,1,1925,1987
6038,Maciej Urbaniec,89,2,1925,2004
6039,Graziella Urbinati,59,1,1927,NULL
6040,Tony Urquhart,20,2,1934,NULL
6041,Demetrio Urruchúa,6,2,1902,1978
6042,Mario Urteaga,88,2,1875,1957
6043,Kenji Ushiku,61,2,1922,NULL
6044,Kaworu Usui,61,2,NULL,NULL
6045,Ilya Utkin,93,2,NULL,NULL
6046,Maurice Utrillo,43,2,1883,1955
6047,Burk Uzzle,4,2,1938,NULL
6048,John Vachon,4,2,1914,1975
6049,Polygnotos G. Vagis,4,2,1894,1965
6050,Laurence Vail,4,2,1891,1968
6051,Roger Vail,4,2,1945,NULL
6052,Aida Vaisman,6,1,NULL,1940
6053,Meyer Vaisman,4,2,1960,NULL
6054,Boris Vako,93,2,NULL,NULL
6055,Suzanne Valadon,43,1,1865,1938
6056,Valdo-Barbey (Valdo-Luis Barbey),43,2,1883,1965
6057,Alfredo Valente,4,2,1899,1973
6058,James Valentine,15,2,1815,1880
6059,Walter Valentini,59,2,1928,NULL
6060,James Valkus,4,2,NULL,NULL
6061,Vallauris,43,NULL,NULL,NULL
6062,Gino Valle,59,2,1923,2003
6064,Félix Vallotton,43,2,1865,1925
6065,Louis Valtat,43,2,1869,1952
6066,Philip Van Aver,4,2,1939,NULL
6067,Richard Van Buren,4,2,1937,NULL
6068,Henry Clemens van de Velde,11,2,1863,1957
6069,Roland van den Berghe,34,2,1943,NULL
6070,Ed van Der Elsken,34,2,1925,1990
6071,Piet van der Have,34,2,NULL,NULL
6072,Bart Van Der Leck,34,2,1876,1958
6073,Frans van der Steen,34,2,NULL,NULL
6074,James Van Der Zee,4,2,1886,1983
6075,James Van Dijk,4,2,1930,2002
6076,Theo van Doesburg (Christian Emil Marie Küpper),34,2,1883,1931
6077,Kees van Dongen,43,2,1877,1968
6078,Willard Van Dyke,4,2,1906,1986
6079,Ger van Elk,34,2,1941,2014
